"Carimbo de data/hora","Qual é o seu Curso?","Selecione para qual disciplina você vai responder o questionário ","Selecione para qual disciplina você vai responder o questionário","Selecione para qual disciplina você vai responder o questionário ","Selecione para qual disciplina você vai responder o questionário ","Selecione para qual disciplina você vai responder o questionário ","Selecione para qual disciplina você vai responder o questionário ","1)      Organizei meus estudos com base no plano de ensino (programação) da(o) disciplina/tema/módulo ","2)      Mantive um relacionamento cordial com o(a) professor (a) coordenador (a) da disciplina ","3)      Mantive um relacionamento cordial com o (a) tutor (a) presencial ","4)      Mantive um relacionamento cordial com o (a) tutor (a) a distância","5)      Mantive um relacionamento cordial com o (a) coordenador (a) do polo","6)      Frequentei as atividades presenciais conforme programado","7)      Participei das atividades a distância conforme programado","8)      Compreendi os conteúdos ministrados na(o) disciplina/tema/módulo ","9)      Estive motivado/a ao longo da oferta da(o) disciplina/tema/módulo","10)      Aprofundei meus conhecimentos, de maneira autônoma, consultando outras fontes","11)      Realizei as atividades da disciplina/tema/módulo, atendendo aos prazos estabelecidos ","12)      Realizei as atividades da disciplina/tema/módulo observando os critérios estabelecidos ","13)      Dediquei horas de estudo à disciplina ao longo da semana ","14) O(A) professor(a)/coordenador(a) da(o) disciplina/tema/módulo mostrou-se disponível para me atender e orientar ","15)      O(A) professor(a)/coordenador(a) da(o) disciplina/tema/módulo me tratou com ética e respeito","16)      O(A) tutor(a) presencial mostrou-se disponível para me atender e orientar ","17)      O(A) tutor(a) presencial me tratou com ética e respeito ","18)      O(A) tutor(a) a distância mostrou-se disponível para me atender e orientar","19)      O(A) tutor(a) a distância me tratou com ética e respeito","20)      Tive acesso ao plano de ensino (programação) da(o) disciplina/tema/módulo ","21)      O plano de ensino (programação) da(o) disciplina/tema/módulo foi cumprido","22)      As atividades de tutoria realizadas contemplaram as necessidades da turma","23)      As atividades de tutoria foram executadas conforme o planejado","24)      Os conteúdos da(o) disciplina/tema/módulo foram ministrados com clareza e objetividade","25)      Os conceitos/conteúdos foram apresentados de forma contextualizada","26)      Fui estimulado a desenvolver o pensamento crítico","27)      Foram utilizados recursos diversos (vídeos, materiais complementares, webconferências, etc.) durante a oferta da(o) disciplina/tema/módulo","28) Esta disciplina contribuiu com minha formação cidadã e profissional ","29)      A interação com professores e colegas foi favorecida/estimulada","30)      O material didático fornecido para estudo da(o) disciplina/tema/módulo foi adequado","31)      O processo avaliativo da(o) disciplina/tema/módulo foi explicado aos discentes de forma clara e objetiva","32)      A avaliação da aprendizagem foi realizada com critérios bem definidos","33)      A avaliação da aprendizagem foi realizada de acordo com os conteúdos trabalhados","34)      Foram utilizados diferentes instrumentos/estratégias de avaliação (provas, seminários, produção textual, etc.)","35)      Os(As) instrumentos/estratégias de avaliação foram adequados(as), acessíveis aos discentes e os prazos/tempo foram suficientes","36)      As salas reservadas às atividades presenciais e seu mobiliário estavam em condições adequadas de uso","37)      A infraestrutura das bibliotecas atendeu adequadamente às necessidades discentes (sala de estudos, acervo, atendimento, etc.)","38)      Os recursos audiovisuais atenderam às necessidades do ensino no âmbito da(o) disciplina/tema/módulo","39)      O ambiente virtual de aprendizagem utilizado (Moodle/SIGAA) atendeu às necessidades dos discentes","40)      Os recursos de informática dos laboratórios, nos polos, atenderam às necessidades discentes","41)      O laboratório de atividades práticas estava adequado às atividades desenvolvidas","42)      As instalações físicas do polo (banheiros, espaços de convivência, espaço para alimentação, etc.) atendem às necessidades dos discentes","43) A acessibilidade nos espaços utilizados, incluindo o ambiente virtual, é adequada","Comentários Gerais (máximo 600 caracteres)","Sugestões de Melhoria (Máximo 600 caracteres)"
"2023/11/08 8:33:04 PM GMT-3","CIÊNCIAS BIOLÓGICAS","ANIMAIS PROTOSTÔMIOS ECDISOZOÁRIOS","","","","","","4","4","4","4","4","4","4","4","3","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","3","4","3","4","4","4","3","4","4","4","3","3","4","3","4","4","3","3","Em minha opinião a disciplina é excelente e bem trabalhada com ampla dedicação do(a) ministrante somente peço - lhe atenção a quantidade de atividade por causar-nos um excesso de cansaço físico e mental. Mas gostei da disciplina é sumamente importante para nosso conhecimento como futuros educadores.","Quanto essa perspectiva apenas espero melhorias no quantitativo de atividade por gerar um cansaço físico e mental, não sei se para todos, estou falando por mim como discente do curso. "
"2023/11/08 8:34:30 PM GMT-3","LETRAS LINGUA PORTUGUESA","","","FONETICA E FONOLOGIA","","","","2","3","4","3","4","4","4","2","3","3","3","3","3","3","3","4","4","3","4","4","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","4","4","4","4","3","4","4","3","",""
"2023/11/08 8:39:24 PM GMT-3","LETRAS LINGUA PORTUGUESA","","","FONETICA E FONOLOGIA","","","","3","3","5","4","4","4","4","2","3","3","3","3","3","3","3","5","5","4","4","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","4","4","4","4","3","4","4","3","",""
"2023/11/08 8:46:16 PM GMT-3","LETRAS LINGUA PORTUGUESA","","","OFICINA DE DIDATIZACAO DE GENEROS TEXTUAIS","","","","4","4","5","5","4","4","4","4","4","4","4","4","4","4","4","5","5","5","5","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","3","4","4","3","",""
"2023/11/08 8:47:14 PM GMT-3","LETRAS LINGUA PORTUGUESA","","","ENSINO/APRENDIZAGEM DO PORTUGUES I","","","","2","3","3","3","3","2","2","2","3","3","3","2","3","4","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","",""
"2023/11/08 8:50:30 PM GMT-3","LETRAS LINGUA PORTUGUESA","","","ENSINO/APRENDIZAGEM DO PORTUGUES I","","","","4","4","5","5","4","4","4","4","4","4","4","4","4","4","4","5","5","5","5","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","3","4","4","3","",""
"2023/11/08 8:58:05 PM GMT-3","LETRAS LINGUA PORTUGUESA","","","ENSINO/APRENDIZAGEM DO PORTUGUES I","","","","3","3","4","4","4","4","4","3","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","3","4","4","4","4","4","4","4","4","4","4","4","4","3","3","4","3","4","4","4","Disciplina bem aprofundada e diversificada, ótimos materiais para estudo a professora nos da uma ótima disponibilidade para tratar dos assuntos.",""
"2023/11/08 9:04:45 PM GMT-3","BIBLIOTECONOMIA","","","","","SERVICO DE REFERENCIA E INFORMACAO","","3","4","4","4","4","3","4","4","4","4","4","4","3","3","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","3","3","4","",""
"2023/11/08 9:13:34 PM GMT-3","LICENCIATURA INTEGRADA EM CIÊNCIAS, LINGUAGENS E MATEMÁTICA","","ESTUDOS TEORICO-PRATICOS DA ALFABETIZACAO EM LINGUA MATERNA III","","","","","2","2","4","1","3","4","3","3","3","4","3","3","3","3","3","5","5","4","4","4","3","3","3","2","3","4","4","4","3","3","3","3","3","3","1","4","2","3","3","3","3","4","4","","A comunicação com o tutor online, ela não acontece de forma simultânea as duvidas sempre levam bastante tempo para ser respondidas.  "
"2023/11/08 9:14:11 PM GMT-3","LETRAS LINGUA PORTUGUESA","","","FONETICA E FONOLOGIA","","","","2","3","3","3","3","3","3","1","1","1","1","1","2","2","3","2","3","2","3","1","1","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","3","2","2","2","2","","Não conseguir Entender aínda o conteúdo dessa matéria, Através dos recursos utilizados pelo professor, acredito que esse assunto precise de mais aulas em vídeo ou indicação 
de vídeos seguros para a fixação do conteúdo "
"2023/11/08 9:16:08 PM GMT-3","FÍSICA","","","","","","ESTRUTURA E FUNCION. DA EDUC. BASICA","3","3","1","4","1","1","4","3","2","3","3","2","2","3","3","2","2","4","4","3","3","2","2","2","2","3","2","3","3","3","3","2","2","2","2","2","2","2","3","3","1","1","1","",""
"2023/11/08 9:19:10 PM GMT-3","LETRAS LINGUA PORTUGUESA","","","FONETICA E FONOLOGIA","","","","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","2","3","3","3","3","3","3","3","3","3","3","3","2","2","2","2","2","2","2","2","2","2","2","2","",""
"2023/11/08 9:21:29 PM GMT-3","CIÊNCIAS BIOLÓGICAS","MORFOFISIOLOGIA VEGETAL","","","","","","4","4","4","4","4","4","4","3","3","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","3","3","4","4","4","3","3","4","3","3","4","3","3","Como a disciplina ainda não começou sem comentários ","Sem comentários pelo fato de a disciplina não ter iniciado"
"2023/11/08 9:22:14 PM GMT-3","FÍSICA","","","","","","FISICA COMPUTACIONAL I","2","3","3","3","3","3","3","3","3","2","2","2","2","2","1","1","1","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","2","2","2","2","2","1","1","1","",""
"2023/11/08 9:23:43 PM GMT-3","CIÊNCIAS BIOLÓGICAS","ANIMAIS PROTOSTÔMIOS ECDISOZOÁRIOS","","","","","","2","1","3","1","2","4","4","2","1","2","4","3","3","1","3","3","5","3","5","4","1","1","2","1","2","1","2","2","2","2","2","2","2","2","1","1","1","1","3","1","1","2","1","",""
"2023/11/08 9:25:04 PM GMT-3","FÍSICA","","","","","","FISICA MODERNA I","2","2","1","1","1","3","2","3","3","2","2","3","2","1","1","1","1","3","3","3","3","2","3","3","3","2","3","2","2","2","2","3","3","2","2","3","1","1","3","3","1","1","1","",""
"2023/11/08 9:27:45 PM GMT-3","FÍSICA","","","","","","INSTRUM. PARA O ENSINO DA FISICA II","3","3","3","3","3","3","2","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","1","1","1","1","1","1","1","",""
"2023/11/08 9:30:59 PM GMT-3","FÍSICA","","","","","","LABORATORIO BASICO III","3","3","3","3","2","3","3","3","3","3","3","3","3","1","1","3","3","4","4","3","3","3","3","3","3","3","3","3","3","3","3","2","3","3","3","3","1","1","1","1","1","1","1","",""
"2023/11/08 9:33:06 PM GMT-3","FÍSICA","","","","","","MECANICA CLASSICA I","3","3","4","4","3","3","3","3","3","3","4","4","4","4","4","4","4","3","3","4","3","3","4","4","4","4","4","4","4","4","3","3","4","3","4","4","4","3","4","4","4","3","3","",""
"2023/11/08 9:39:09 PM GMT-3","BIBLIOTECONOMIA","","","","","PLANEJAMENTO DE AMBIENTES DE INFORMACAO","","3","4","4","4","4","3","4","4","4","4","3","3","3","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","3","4","4","4","4","3","4","",""
"2023/11/08 9:52:59 PM GMT-3","MATEMÁTICA","","","","FUNDAMENTOS DA EDUCAÇAO IV","","","3","3","5","4","3","4","4","4","3","3","3","4","3","3","3","5","5","4","4","4","3","3","3","4","4","3","4","4","4","4","4","4","4","4","4","3","3","3","3","2","5","2","2","",""
"2023/11/08 9:55:28 PM GMT-3","BIBLIOTECONOMIA","","","","","PUBLICACOES DIGITAIS","","4","4","4","4","4","3","4","3","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","3","4","4","4","4","4","4","4","4","",""
"2023/11/08 9:57:12 PM GMT-3","BIBLIOTECONOMIA","","","","","PLANEJAMENTO DE AMBIENTES DE INFORMACAO","","4","3","4","4","3","3","3","3","3","3","3","3","3","3","3","4","5","4","5","4","3","4","3","3","3","3","4","4","4","4","4","4","4","4","4","4","4","4","4","4","5","4","4","",""
"2023/11/08 9:59:54 PM GMT-3","MATEMÁTICA","","","","FUNDAMENTOS DA EDUCAÇAO IV","","","3","3","3","5","2","3","3","3","3","3","3","3","3","3","3","4","4","4","4","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","2","2","2","3","3","",""
"2023/11/08 10:01:31 PM GMT-3","LICENCIATURA INTEGRADA EM CIÊNCIAS, LINGUAGENS E MATEMÁTICA","","COMPREENSAO E EXPLICACAO DOS PROCESSOS DE DESENVOLVIMENTO E DA APRENDIZAGEM I","","","","","3","3","5","2","4","4","3","3","3","4","3","4","2","3","4","5","5","2","3","4","3","4","3","3","3","4","4","4","4","3","3","4","3","4","2","4","3","3","4","4","4","4","4","",""
"2023/11/08 10:02:15 PM GMT-3","BIBLIOTECONOMIA","","","","","EDUCACAO DE USUARIOS","","4","4","5","5","4","4","4","4","4","4","4","4","4","4","4","4","4","4","5","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","5","4","4","",""
"2023/11/08 10:04:51 PM GMT-3","BIBLIOTECONOMIA","","","","","SERVICO DE REFERENCIA E INFORMACAO","","3","3","3","3","3","3","4","4","4","4","4","4","4","4","4","4","5","4","5","4","4","4","4","4","4","4","4","4","4","4","4","4","3","4","4","4","4","4","4","4","5","3","4","",""
"2023/11/08 10:12:48 PM GMT-3","LETRAS LINGUA PORTUGUESA","","","ENSINO/APRENDIZAGEM DO PORTUGUES I","","","","4","4","3","4","3","4","4","4","4","4","4","4","4","4","4","2","3","4","4","4","4","3","3","4","4","4","4","4","4","4","4","4","4","4","4","3","2","1","4","1","1","2","1","","Boa noite! Sugiro que os tutores  presencial e distância  possam ter acesso ao material didático, para explicarem para turma! "
"2023/11/08 10:19:00 PM GMT-3","CIÊNCIAS BIOLÓGICAS","ANIMAIS PROTOSTÔMIOS ECDISOZOÁRIOS","","","","","","4","4","4","4","4","4","4","3","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","3","4","4","4","4","4","4","4","4","4","4","4","4","4","1","4","4","1","",""
"2023/11/08 10:25:28 PM GMT-3","CIÊNCIAS BIOLÓGICAS","ANIMAIS PROTOSTÔMIOS ECDISOZOÁRIOS","","","","","","4","3","4","4","4","4","4","4","4","4","4","3","3","3","4","4","4","3","4","4","3","4","3","3","3","3","3","3","3","3","3","3","4","3","3","3","3","3","2","3","3","3","3","",""
"2023/11/08 10:25:34 PM GMT-3","LICENCIATURA INTEGRADA EM CIÊNCIAS, LINGUAGENS E MATEMÁTICA","","ALFABETIZACAO E LETRAMENTO EM CIENCIAS E MATEMATICA V","","","","","4","3","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","3","4","4","4","4","4","4","4","4","4","4","3","4","3","3","4","4","4","3","3","4","4","4","5","4","4","",""
"2023/11/08 10:27:06 PM GMT-3","CIÊNCIAS BIOLÓGICAS","ANIMAIS PROTOSTÔMIOS ECDISOZOÁRIOS","","","","","","2","3","4","3","3","3","3","3","3","3","3","3","3","3","3","4","4","4","4","3","3","3","4","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","4","3","3","",""
"2023/11/08 10:27:43 PM GMT-3","LICENCIATURA INTEGRADA EM CIÊNCIAS, LINGUAGENS E MATEMÁTICA","","ESTUDOS TEORICO-PRATICOS DA ALFABETIZACAO EM LINGUA MATERNA III","","","","","4","4","4","4","3","3","3","3","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","3","4","3","3","4","3","4","",""
"2023/11/08 10:28:59 PM GMT-3","CIÊNCIAS BIOLÓGICAS","ANIMAIS PROTOSTÔMIOS ECDISOZOÁRIOS","","","","","","4","4","4","4","3","4","4","4","4","3","4","4","4","4","4","4","4","4","4","3","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","3","3","4","1","4","3","2","",""
"2023/11/08 10:29:30 PM GMT-3","CIÊNCIAS BIOLÓGICAS","ANIMAIS PROTOSTÔMIOS ECDISOZOÁRIOS","","","","","","3","4","4","4","3","3","3","3","3","3","3","3","3","3","3","4","3","3","4","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","2","3","3","3","3","",""
"2023/11/08 10:32:17 PM GMT-3","LICENCIATURA INTEGRADA EM CIÊNCIAS, LINGUAGENS E MATEMÁTICA","","INTRODUÇÃO A LIBRAS","","","","","3","3","4","4","4","4","4","4","4","4","4","3","3","3","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","3","4","4","4","4","4","3","3","",""
"2023/11/08 10:34:59 PM GMT-3","LICENCIATURA INTEGRADA EM CIÊNCIAS, LINGUAGENS E MATEMÁTICA","","COMPREENSAO E EXPLICACAO DOS PROCESSOS DE DESENVOLVIMENTO E DA APRENDIZAGEM I","","","","","3","4","4","3","3","3","3","3","3","3","3","3","3","3","3","5","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","3","3","",""
"2023/11/08 10:36:53 PM GMT-3","LICENCIATURA INTEGRADA EM CIÊNCIAS, LINGUAGENS E MATEMÁTICA","","PESQUISA ORIENTADA NO AMBIENTE ESCOLAR E COMUNITÁRIO I","","","","","3","3","4","3","3","4","4","4","4","4","4","4","4","4","4","4","4","4","4","3","4","4","4","4","4","4","4","4","4","3","3","3","3","3","4","4","4","4","4","4","4","3","3","",""
"2023/11/08 10:38:05 PM GMT-3","CIÊNCIAS BIOLÓGICAS","METODOLOGIA DO ENSINO DE CIÊNCIAS","","","","","","4","3","3","3","3","4","4","2","2","4","4","4","2","2","2","2","3","3","3","3","3","2","2","2","3","3","3","3","3","3","2","2","2","3","2","4","4","4","4","4","5","3","3","O ensino a distância tem seus fatores que possibilitam o aprendizado, mas no nosso caso precisamos de um tutor da area para sanar as dúvidas sobre o assunto.","Fazer o processo de contratação de tutor levando em conta que o mesmo tenha formação na área."
"2023/11/08 10:40:02 PM GMT-3","LICENCIATURA INTEGRADA EM CIÊNCIAS, LINGUAGENS E MATEMÁTICA","","LINGUAGEM E CONHECIMENTO IV","","","","","4","4","4","4","3","3","3","3","3","3","3","3","3","3","3","4","4","4","4","3","3","3","3","3","4","4","4","4","4","4","3","3","4","4","4","4","4","4","4","4","4","3","3","",""
"2023/11/08 10:51:01 PM GMT-3","CIÊNCIAS BIOLÓGICAS","ANIMAIS PROTOSTÔMIOS ECDISOZOÁRIOS","","","","","","3","3","3","5","3","4","4","3","3","3","3","4","3","3","2","2","3","2","2","3","3","2","2","2","3","2","3","3","2","2","3","2","3","2","2","4","4","4","4","4","5","4","3","Sem nada para declarar ",""
"2023/11/08 10:53:25 PM GMT-3","CIÊNCIAS BIOLÓGICAS","MORFOFISIOLOGIA VEGETAL","","","","","","3","4","5","3","4","4","4","4","4","4","4","4","4","2","2","2","2","2","2","3","3","3","2","2","3","3","3","3","3","3","2","2","2","2","2","4","4","4","4","4","4","3","4","",""
"2023/11/08 10:55:23 PM GMT-3","CIÊNCIAS BIOLÓGICAS","SOCIEDADE E MEIO AMBIENTE","","","","","","3","3","3","4","4","4","4","3","3","3","4","3","4","2","2","2","2","2","2","3","3","3","3","3","3","3","3","3","3","4","2","2","3","2","2","4","4","4","4","4","4","4","4","",""
"2023/11/08 10:58:24 PM GMT-3","MATEMÁTICA","","","","FUNDAMENTOS DA EDUCAÇAO IV","","","3","3","4","4","3","3","3","3","4","3","4","4","3","4","4","5","5","5","5","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","3","3","3","3","3","3","3","3","",""
"2023/11/08 11:00:11 PM GMT-3","CIÊNCIAS BIOLÓGICAS","MORFOFISIOLOGIA VEGETAL","","","","","","4","4","4","4","4","4","4","4","4","3","4","4","4","3","4","4","4","4","4","4","4","3","4","4","3","4","4","4","4","4","3","4","4","4","3","3","3","3","4","1","2","3","2","",""
"2023/11/08 11:02:46 PM GMT-3","CIÊNCIAS BIOLÓGICAS","MORFOFISIOLOGIA VEGETAL","","","","","","4","4","4","4","3","4","4","3","4","4","4","4","4","3","4","4","4","4","4","4","4","3","4","4","4","4","3","4","4","4","3","4","4","4","4","4","4","4","4","4","4","4","1","",""
"2023/11/08 11:36:41 PM GMT-3","BIBLIOTECONOMIA","","","","","PLANEJAMENTO DE AMBIENTES DE INFORMACAO","","4","4","4","4","3","4","4","4","4","3","4","4","3","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","3","4","4","4","4","4","4","5","3","3","O professor desta disciplina é excelente! Um grande profissional.","Que os encontros presenciais mensais sejam com uma carga-horária maior, e com aula, não apenas com atividades que poderiam ser feitas à distância. E se houver necessidade por parte dos discentes."
"2023/11/09 12:07:08 AM GMT-3","LICENCIATURA INTEGRADA EM CIÊNCIAS, LINGUAGENS E MATEMÁTICA","","ALFABETIZACAO E LETRAMENTO EM CIENCIAS E MATEMATICA V","","","","","4","4","4","4","4","4","4","4","4","3","3","4","3","3","3","4","4","3","4","4","3","3","4","4","4","3","3","4","4","4","4","3","4","2","3","4","2","4","4","2","3","2","3","","Acredito que ter uma área de alimentação seria o ideal para todos, pois o período de intervalo é curto e não a locais próximos aonde possam ser comprando!
Além disso, a biblioteca poderia está a nossa disposição para estudarmos ou pegarmos um livro para pesquisar, porém ela é aberta durante a semana e aos sábados ela está fechada!"
"2023/11/09 12:17:46 AM GMT-3","MATEMÁTICA","","","","GEOMETRIA II","","","4","4","4","4","3","4","4","3","3","3","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","2","3","3","3","3","3","3","4","3","",""
"2023/11/09 12:21:03 AM GMT-3","LICENCIATURA INTEGRADA EM CIÊNCIAS, LINGUAGENS E MATEMÁTICA","","COMPREENSAO E EXPLICACAO DOS PROCESSOS DE DESENVOLVIMENTO E DA APRENDIZAGEM I","","","","","4","4","5","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","3","3","4","4","4","4","",""
"2023/11/09 1:06:37 AM GMT-3","LICENCIATURA INTEGRADA EM CIÊNCIAS, LINGUAGENS E MATEMÁTICA","","ALFABETIZACAO E LETRAMENTO EM CIENCIAS E MATEMATICA V","","","","","4","3","4","4","4","4","4","4","4","3","4","4","4","3","4","4","4","4","4","4","4","3","4","4","4","4","4","4","4","4","4","4","4","4","4","3","3","3","3","3","4","3","3","",""
"2023/11/09 1:13:24 AM GMT-3","LETRAS LINGUA PORTUGUESA","","","ENSINO/APRENDIZAGEM DO PORTUGUES I","","","","3","2","4","3","2","4","4","3","4","4","4","4","3","3","4","4","5","4","5","4","4","3","3","3","3","4","4","4","3","4","3","4","4","3","4","4","4","3","4","4","4","4","4","",""
"2023/11/09 7:30:42 AM GMT-3","LICENCIATURA INTEGRADA EM CIÊNCIAS, LINGUAGENS E MATEMÁTICA","","ALFABETIZACAO E LETRAMENTO EM CIENCIAS E MATEMATICA V","","","","","3","3","4","4","3","3","4","4","3","4","4","4","4","3","3","4","4","4","4","3","3","4","4","4","4","3","3","4","3","3","4","3","4","4","4","4","4","4","4","4","4","4","3","",""
"2023/11/09 7:35:53 AM GMT-3","LICENCIATURA INTEGRADA EM CIÊNCIAS, LINGUAGENS E MATEMÁTICA","","INTRODUÇÃO A LIBRAS","","","","","4","4","4","3","3","3","4","3","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","3","4","",""
"2023/11/09 7:48:03 AM GMT-3","LICENCIATURA INTEGRADA EM CIÊNCIAS, LINGUAGENS E MATEMÁTICA","","PESQUISA ORIENTADA NO AMBIENTE ESCOLAR E COMUNITÁRIO I","","","","","4","4","4","4","3","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","3","3","",""
"2023/11/09 7:56:26 AM GMT-3","LICENCIATURA INTEGRADA EM CIÊNCIAS, LINGUAGENS E MATEMÁTICA","","PESQUISA ORIENTADA NO AMBIENTE ESCOLAR E COMUNITÁRIO I","","","","","4","4","4","4","3","4","4","4","4","4","4","4","4","3","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","3","3","",""
"2023/11/09 8:01:41 AM GMT-3","LICENCIATURA INTEGRADA EM CIÊNCIAS, LINGUAGENS E MATEMÁTICA","","ALFABETIZACAO E LETRAMENTO EM CIENCIAS E MATEMATICA V","","","","","3","3","3","3","3","3","3","3","3","3","3","2","2","4","4","3","3","4","4","4","3","3","3","4","4","3","3","4","4","4","4","4","4","4","4","4","3","3","3","3","5","4","4","",""
"2023/11/09 8:06:12 AM GMT-3","BIBLIOTECONOMIA","","","","","PLANEJAMENTO DE AMBIENTES DE INFORMACAO","","4","3","4","4","4","4","4","4","4","4","4","3","3","4","4","5","4","3","4","4","3","3","4","4","3","4","4","4","4","4","4","4","4","3","4","4","2","2","4","3","5","4","3","",""
"2023/11/09 8:10:54 AM GMT-3","BIBLIOTECONOMIA","","","","","PLANEJAMENTO DE AMBIENTES DE INFORMACAO","","4","4","4","3","4","4","4","4","3","3","4","4","4","4","4","5","5","5","5","4","4","3","3","4","4","3","4","4","4","4","4","3","4","3","4","4","2","3","4","3","4","4","4","",""
"2023/11/09 8:13:46 AM GMT-3","BIBLIOTECONOMIA","","","","","PLANEJAMENTO DE AMBIENTES DE INFORMACAO","","4","4","4","4","3","3","4","4","4","4","4","4","4","4","4","4","4","4","4","3","4","3","4","4","3","4","4","4","4","4","4","3","4","4","4","3","4","4","4","4","4","4","4","",""
"2023/11/09 8:14:05 AM GMT-3","FÍSICA","","","","","","FISICA COMPUTACIONAL I","3","4","5","5","4","4","4","4","4","4","4","4","3","3","3","1","2","5","5","4","4","1","1","4","4","4","4","4","4","4","4","4","4","3","4","4","3","4","4","1","4","4","4","",""
"2023/11/09 8:16:41 AM GMT-3","LICENCIATURA INTEGRADA EM CIÊNCIAS, LINGUAGENS E MATEMÁTICA","","ALFABETIZACAO E LETRAMENTO EM CIENCIAS E MATEMATICA V","","","","","4","4","5","3","4","4","4","4","4","4","4","4","4","4","4","5","5","5","5","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","3","2","3","4","4","5","4","4","Eu estou amando meu curso ....meus professores.... Obrigada pela excelente administração.",""
"2023/11/09 8:19:52 AM GMT-3","BIBLIOTECONOMIA","","","","","EDUCACAO DE USUARIOS","","4","3","4","3","3","3","3","4","3","3","4","4","3","3","4","4","4","4","4","3","3","3","4","4","3","3","4","4","3","4","4","4","3","4","4","4","3","4","4","3","4","4","4","",""
"2023/11/09 8:20:17 AM GMT-3","LICENCIATURA INTEGRADA EM CIÊNCIAS, LINGUAGENS E MATEMÁTICA","","ALFABETIZACAO E LETRAMENTO EM CIENCIAS E MATEMATICA V","","","","","4","4","4","3","4","4","4","4","4","4","4","4","4","4","4","5","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","3","3","3","",""
"2023/11/09 8:22:32 AM GMT-3","LICENCIATURA INTEGRADA EM CIÊNCIAS, LINGUAGENS E MATEMÁTICA","","ESTUDOS TEORICO-PRATICOS DA ALFABETIZACAO EM LINGUA MATERNA III","","","","","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","3","3","4","4","4","4","4","4","",""
"2023/11/09 8:22:48 AM GMT-3","LICENCIATURA INTEGRADA EM CIÊNCIAS, LINGUAGENS E MATEMÁTICA","","ALFABETIZACAO E LETRAMENTO EM CIENCIAS E MATEMATICA V","","","","","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","",""
"2023/11/09 8:24:42 AM GMT-3","LICENCIATURA INTEGRADA EM CIÊNCIAS, LINGUAGENS E MATEMÁTICA","","INTRODUÇÃO A LIBRAS","","","","","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","3","4","4","4","",""
